ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),Unnamed: 7,clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
MT-4609,gemini-3-flash-preview,Yoruba,Child health,43,2025-12-21T10:01:15.393801,Ríi dájú pé o fún ọmọ rẹ ní omi mímọ́ láti dènà àìsàn inú.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Child_health-42,,7 - Extremely easy to read and understand (Perfectly clear),5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,5,6,0,Ríi dájú pé o fún ọmọ rẹ ní omi mímọ́ láti dènà àìsàn inú.
YC-4610,gemini-3-flash-preview,Yoruba,Child health,28,2025-12-21T10:01:15.393776,Ṣé o ti gbé ọmọ rẹ lọ sí ilé-ìwòsàn fún abẹ́rẹ́ àjẹsára?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Child_health-27,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ṣé o ti gbé ọmọ rẹ lọ sí ilé-ìwòsàn fún abẹ́rẹ́ àjẹsára?
LP-4611,gemini-3-flash-preview,Yoruba,Child health,46,2025-12-21T10:01:15.393816,Ǹjẹ́ o ti gbé ọmọ rẹ lọ sí ilé-ìwòsàn fún abẹ́rẹ́ àjẹsára?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Child_health-45,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ǹjẹ́ o ti gbé ọmọ rẹ lọ sí ilé-ìwòsàn fún abẹ́rẹ́ àjẹsára?
AH-4612,gemini-3-flash-preview,Yoruba,Child health,25,2025-12-21T10:01:15.393772,Ṣé o mọ̀ pé oúnjẹ tó dára ń ran ọmọ lọ́wọ́ láti dàgbà?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Child_health-24,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ṣé o mọ̀ pé oúnjẹ tó dára ń ran ọmọ lọ́wọ́ láti dàgbà?
KF-4613,gemini-3-flash-preview,Yoruba,Clean Water and Sanitation,28,2025-12-21T10:01:15.386808,Ṣé ẹ mọ̀ pé omi mímọ́ àti ìmọ́tótó jẹ́ ọ̀nà láti dènà àìsàn kólẹ́rà?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Clean_Water_and_Sanitation-27,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ṣé ẹ mọ̀ pé omi mímọ́ àti ìmọ́tótó jẹ́ ọ̀nà láti dènà àìsàn kólẹ́rà?
LJ-4614,gemini-3-flash-preview,Yoruba,Clean Water and Sanitation,42,2025-12-21T10:01:15.386827,Gbogbo ọmọ ìlú gbọ́dọ̀ pawọ́pọ̀ láti pa ìmótótó omi mímọ́ mọ́.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Clean_Water_and_Sanitation-41,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Gbogbo ọmọ ìlú gbọ́dọ̀ pawọ́pọ̀ láti pa ìmótótó omi mímọ́ mọ́.
FM-4615,gemini-3-flash-preview,Yoruba,Clean Water and Sanitation,27,2025-12-21T10:01:15.386807,Omi mímọ́ àti ìmọ́tótó ṣe pàtàkì gan-an fún ìdàgbàsókè àwùjọ wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Clean_Water_and_Sanitation-26,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Omi mímọ́ àti ìmọ́tótó ṣe pàtàkì gan-an fún ìdàgbàsókè àwùjọ wa.
DZ-4616,gemini-3-flash-preview,Yoruba,Clean Water and Sanitation,46,2025-12-21T10:01:15.386833,Ṣé ẹ mọ̀ pé omi mímọ́ pọn dandan fún àlàáfíà gbogbo wa?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Clean_Water_and_Sanitation-45,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ṣé ẹ mọ̀ pé omi mímọ́ pọn dandan fún àlàáfíà gbogbo wa?
XK-4617,gemini-3-flash-preview,Yoruba,Clean Water and Sanitation,25,2025-12-21T10:01:15.386804,A gbọ́dọ̀ rí i dájú pé omi tí a ń mu mọ́ tónítóní.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Clean_Water_and_Sanitation-24,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,A gbọ́dọ̀ rí i dájú pé omi tí a ń mu mọ́ tónítóní.
VS-4618,gemini-3-flash-preview,Yoruba,Climate Action,42,2025-12-21T10:01:15.397954,A gbọ́dọ̀ gbin igi púpọ̀ láti dín ìyípadà ojú ọjọ́ kù ní àyíká wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Climate_Action-41,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,A gbọ́dọ̀ gbin igi púpọ̀ láti dín ìyípadà ojú ọjọ́ kù ní àyíká wa.
TA-4619,gemini-3-flash-preview,Yoruba,Climate Action,28,2025-12-21T10:01:15.397934,Ó yẹ kí a gbin igi púpọ̀ láti dáàbò bo àyíká wa lọ́wọ́ ooru.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Climate_Action-27,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ó yẹ kí a gbin igi púpọ̀ láti dáàbò bo àyíká wa lọ́wọ́ ooru.
JF-4620,gemini-3-flash-preview,Yoruba,Climate Action,29,2025-12-21T10:01:15.397935,A gbọ́dọ̀ gbin igi púpọ̀ láti dáàbò bo àyíká wa lọ́wọ́ ìyípadà ojú-ọjọ́.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Climate_Action-28,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,A gbọ́dọ̀ gbin igi púpọ̀ láti dáàbò bo àyíká wa lọ́wọ́ ìyípadà ojú-ọjọ́.
HW-4621,gemini-3-flash-preview,Yoruba,Climate Action,41,2025-12-21T10:01:15.397952,A gbọ́dọ̀ dáwọ́ dídá iná sí igbó dúró láti dáàbò bo afẹ́fẹ́ wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Climate_Action-40,,5 - Somewhat easy to read and understand,5 - Somewhat natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,7,0,A gbọ́dọ̀ dáwọ́ dídá iná sí igbó dúró láti dáàbò bo afẹ́fẹ́ wa.
GV-4622,gemini-3-flash-preview,Yoruba,Climate Action,39,2025-12-21T10:01:15.397950,Gbogbo wa ni a ní láti fọwọ́sowọ́pọ̀ láti dáàbò bo ojú-ọjọ́ wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Climate_Action-38,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Gbogbo wa ni a ní láti fọwọ́sowọ́pọ̀ láti dáàbò bo ojú-ọjọ́ wa.
UK-4623,gemini-3-flash-preview,Yoruba,Crime and Law,28,2025-12-21T10:01:15.398405,Awọn ọlọpaa mu ole naa ni ọja ni alẹ ana.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Crime_and_Law-27,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,Awọn ọlọpaa mu ole naa ni ọja ni alẹ ana.
GX-4624,gemini-3-flash-preview,Yoruba,Crime and Law,42,2025-12-21T10:01:15.398432,Awọn ọlọpa ti mu ole ti o ji owo obinrin naa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Crime_and_Law-41,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,Awọn ọlọpa ti mu ole ti o ji owo obinrin naa.
KA-4625,gemini-3-flash-preview,Yoruba,Crime and Law,27,2025-12-21T10:01:15.398403,Àwọn ọlọ́pàá ti mú ọkùnrin tí ó ja ọjà lólè ní àná.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Crime_and_Law-26,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Àwọn ọlọ́pàá ti mú ọkùnrin tí ó ja ọjà lólè ní àná.
DJ-4626,gemini-3-flash-preview,Yoruba,Crime and Law,46,2025-12-21T10:01:15.398438,Àwọn ọlọ́pàá mú olè náà ní ọjà ní àná.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Crime_and_Law-45,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Àwọn ọlọ́pàá mú olè náà ní ọjà ní àná.
VV-4627,gemini-3-flash-preview,Yoruba,Crime and Law,25,2025-12-21T10:01:15.398399,Adájọ́ sọ pé ọkùnrin náà yóò lọ sẹ́wọ̀n fún ọdún mẹ́ta.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Crime_and_Law-24,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),Adájọ́ sọ pé ọkùnrin náà yóò lọ s'ẹ́wọ̀n fún ọdún mẹ́ta.,,7,7,5,0,Adájọ́ sọ pé ọkùnrin náà yóò lọ sẹ́wọ̀n fún ọdún mẹ́ta.
PI-4628,gemini-3-flash-preview,Yoruba,Culture,28,2025-12-21T10:01:15.398490,Ṣé o mọ̀ pé àṣà ìkíni ṣe pàtàkì púpọ̀ ní ilẹ̀ Yorùbá?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Culture-27,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ṣé o mọ̀ pé àṣà ìkíni ṣe pàtàkì púpọ̀ ní ilẹ̀ Yorùbá?
YZ-4629,gemini-3-flash-preview,Yoruba,Culture,42,2025-12-21T10:01:15.398514,Ǹjẹ́ o mọ̀ pé ijó àti orin jẹ́ apá pàtàkì nínú àṣà wa?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Culture-41,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ǹjẹ́ o mọ̀ pé ijó àti orin jẹ́ apá pàtàkì nínú àṣà wa?
GZ-4630,gemini-3-flash-preview,Yoruba,Culture,27,2025-12-21T10:01:15.398489,Ṣé o mọ̀ pé àṣà Yorùbá kọ́ wa láti ní ọ̀wọ̀ fún àwọn àgbà?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Culture-26,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ṣé o mọ̀ pé àṣà Yorùbá kọ́ wa láti ní ọ̀wọ̀ fún àwọn àgbà?
FQ-4631,gemini-3-flash-preview,Yoruba,Culture,45,2025-12-21T10:01:15.398520,Àṣà wa ní ilẹ̀ Yorùbá jẹ́ ohun tí ó yẹ kí á gbé lárugẹ.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Culture-44,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Àṣà wa ní ilẹ̀ Yorùbá jẹ́ ohun tí ó yẹ kí á gbé lárugẹ.
VU-4632,gemini-3-flash-preview,Yoruba,Culture,25,2025-12-21T10:01:15.398486,Ǹjẹ́ o mọ̀ pé àṣà ìkíni ṣe pàtàkì púpọ̀ nínú ilẹ̀ Yorùbá?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Culture-24,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Ǹjẹ́ o mọ̀ pé àṣà ìkíni ṣe pàtàkì púpọ̀ nínú ilẹ̀ Yorùbá?
PD-4633,gemini-3-flash-preview,Yoruba,Decent Work and Economic Growth,14,2025-12-21T10:01:15.388926,Iṣẹ́ rere àti owó oṣù tó tóye ń gbé ọrọ̀ ajé ga.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Decent_Work_and_Economic_Growth-13,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Iṣẹ́ rere àti owó oṣù tó tóye ń gbé ọrọ̀ ajé ga.
QZ-4634,gemini-3-flash-preview,Yoruba,Decent Work and Economic Growth,40,2025-12-21T10:01:15.388962,Iṣẹ́ rere àti owó oṣù tó tóye yóò mú kí ọrọ̀ ajé wa dàgbà.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Decent_Work_and_Economic_Growth-39,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Iṣẹ́ rere àti owó oṣù tó tóye yóò mú kí ọrọ̀ ajé wa dàgbà.
EX-4635,gemini-3-flash-preview,Yoruba,Decent Work and Economic Growth,31,2025-12-21T10:01:15.388949,Àwọn iṣẹ́ tó dára yóò mú ìdàgbàsókè gidi wá fún ọrọ̀ ajé wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Decent_Work_and_Economic_Growth-30,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Àwọn iṣẹ́ tó dára yóò mú ìdàgbàsókè gidi wá fún ọrọ̀ ajé wa.
NL-4636,gemini-3-flash-preview,Yoruba,Decent Work and Economic Growth,46,2025-12-21T10:01:15.388970,Ìjọba gbọ́dọ̀ pèsè iṣẹ́ tó dára láti mú kí ajé orílẹ̀-èdè wa gbèrú.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Decent_Work_and_Economic_Growth-45,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ìjọba gbọ́dọ̀ pèsè iṣẹ́ tó dára láti mú kí ajé orílẹ̀-èdè wa gbèrú.
CU-4637,gemini-3-flash-preview,Yoruba,Decent Work and Economic Growth,18,2025-12-21T10:01:15.388932,Ǹjẹ́ iṣẹ́ tí ò ń ṣe ń ran ètò ọrọ̀ ajé orílẹ̀-èdè wa lọ́wọ́ bí?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Decent_Work_and_Economic_Growth-17,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ǹjẹ́ iṣẹ́ tí ò ń ṣe ń ran ètò ọrọ̀ ajé orílẹ̀-èdè wa lọ́wọ́ bí?
NQ-4638,gemini-3-flash-preview,Yoruba,Disasters and Accidents,29,2025-12-21T10:01:15.395241,Iná sun ọ̀pọ̀lọpọ̀ ilé ní àdúgbò wa ní òru àná.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Disasters_and_Accidents-28,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Iná sun ọ̀pọ̀lọpọ̀ ilé ní àdúgbò wa ní òru àná.
UV-4639,gemini-3-flash-preview,Yoruba,Disasters and Accidents,42,2025-12-21T10:01:15.395258,Ǹjẹ́ àwọn panápaná dé kí iná tó ba gbogbo ọjà jẹ́?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Disasters_and_Accidents-41,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ǹjẹ́ àwọn panápaná dé kí iná tó ba gbogbo ọjà jẹ́?
QG-4640,gemini-3-flash-preview,Yoruba,Disasters and Accidents,28,2025-12-21T10:01:15.395239,Ọ̀pọ̀lọpọ̀ ènìyàn ni ó pàdánù ohun ìní wọn nínú ìṣẹ̀lẹ̀ iná náà.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Disasters_and_Accidents-27,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ọ̀pọ̀lọpọ̀ ènìyàn ni ó pàdánù ohun ìní wọn nínú ìṣẹ̀lẹ̀ iná náà.
OY-4641,gemini-3-flash-preview,Yoruba,Disasters and Accidents,45,2025-12-21T10:01:15.395263,Ìjàmbá ọkọ̀ nlá kan wáyé lójú ọ̀nà mọ́tò ní àná.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Disasters_and_Accidents-44,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ìjàmbá ọkọ̀ nlá kan wáyé lójú ọ̀nà mọ́tò ní àná.
FC-4642,gemini-3-flash-preview,Yoruba,Disasters and Accidents,26,2025-12-21T10:01:15.395237,Ìjàmbá mọ́tò burúkú kan ṣẹlẹ̀ ní ojú ọ̀nà Ìbàdàn lónìí.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Disasters_and_Accidents-25,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ìjàmbá mọ́tò burúkú kan ṣẹlẹ̀ ní ojú ọ̀nà Ìbàdàn lónìí.
LQ-4643,gemini-3-flash-preview,Yoruba,Entertainment,14,2025-12-21T10:01:15.395294,A ti ra tikẹ́ẹ̀tì láti wo eré sinimá tuntun ní ilé-ìwòran.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Entertainment-13,,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,5,6,0,A ti ra tikẹ́ẹ̀tì láti wo eré sinimá tuntun ní ilé-ìwòran.
PA-4644,gemini-3-flash-preview,Yoruba,Entertainment,40,2025-12-21T10:01:15.395333,Ọ̀pọ̀lọpọ̀ ènìyàn ni ó nífẹ̀ẹ́ sí wíwo eré bọ́ọ̀lù àfẹsẹ̀gbá ní pápá ìṣeré.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Entertainment-39,,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,7,0,Ọ̀pọ̀lọpọ̀ ènìyàn ni ó nífẹ̀ẹ́ sí wíwo eré bọ́ọ̀lù àfẹsẹ̀gbá ní pápá ìṣeré.
SX-4645,gemini-3-flash-preview,Yoruba,Entertainment,31,2025-12-21T10:01:15.395320,Ṣé o fẹ́ lọ wo sinimá tuntun tí wọ́n ṣẹ̀ṣẹ̀ gbé jáde?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Entertainment-30,,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,7,0,Ṣé o fẹ́ lọ wo sinimá tuntun tí wọ́n ṣẹ̀ṣẹ̀ gbé jáde?
CJ-4646,gemini-3-flash-preview,Yoruba,Entertainment,46,2025-12-21T10:01:15.395342,Se o ti wo ere sinima tuntun ti gbogbo eniyan n so nipa re?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Entertainment-45,,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,Se o ti wo ere sinima tuntun ti gbogbo eniyan n so nipa re?
TD-4647,gemini-3-flash-preview,Yoruba,Entertainment,18,2025-12-21T10:01:15.395299,Ṣé o fẹ́ bá mi lọ wo eré orí ìtàgé ní òpin ọ̀sẹ̀ yìí?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Entertainment-17,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ṣé o fẹ́ bá mi lọ wo eré orí ìtàgé ní òpin ọ̀sẹ̀ yìí?
LQ-4648,gemini-3-flash-preview,Yoruba,Environment,14,2025-12-21T10:01:15.389703,Ṣé ẹ mọ̀ pé àyíká mímọ́ ṣe pàtàkì fún ìlera gbogbo wa?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Environment-13,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Ṣé ẹ mọ̀ pé àyíká mímọ́ ṣe pàtàkì fún ìlera gbogbo wa?
JG-4649,gemini-3-flash-preview,Yoruba,Environment,40,2025-12-21T10:01:15.389738,Báwo ni a ṣe le sọ àyíká wa di mímọ́ ní gbogbo ìgbà?,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Environment-39,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Báwo ni a ṣe le sọ àyíká wa di mímọ́ ní gbogbo ìgbà?
XH-4650,gemini-3-flash-preview,Yoruba,Environment,31,2025-12-21T10:01:15.389726,Gbogbo wa gbọ́dọ̀ ṣiṣẹ́ papọ̀ láti pa àyíká wa mọ́ fún ìran tó ń bọ̀.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Environment-30,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,Gbogbo wa gbọ́dọ̀ ṣiṣẹ́ papọ̀ láti pa àyíká wa mọ́ fún ìran tó ń bọ̀.
NG-4651,gemini-3-flash-preview,Yoruba,Environment,46,2025-12-21T10:01:15.389748,A gbọ́dọ̀ gbin igi púpọ̀ sí i láti dáàbò bo ilẹ̀ wa lọ́wọ́ ooru.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Environment-45,,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,A gbọ́dọ̀ gbin igi púpọ̀ sí i láti dáàbò bo ilẹ̀ wa lọ́wọ́ ooru.
UU-4652,gemini-3-flash-preview,Yoruba,Environment,18,2025-12-21T10:01:15.389708,Àwa fúnra wa ni a gbọ́dọ̀ tọ́jú àyíká wa kí ó lè mọ́.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Environment-17,,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,7,0,Àwa fúnra wa ni a gbọ́dọ̀ tọ́jú àyíká wa kí ó lè mọ́.
UR-4653,gemini-3-flash-preview,Yoruba,Gender Equality,29,2025-12-21T10:01:15.386740,Gbogbo ọkùnrin àti obìnrin ni ó lẹ́tọ̀ọ́ sí ìdọ́gba nínú àwùjọ wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Gender_Equality-28,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,Gbogbo ọkùnrin àti obìnrin ni ó lẹ́tọ̀ọ́ sí ìdọ́gba nínú àwùjọ wa.
HY-4654,gemini-3-flash-preview,Yoruba,Gender Equality,41,2025-12-21T10:01:15.386758,O ṣe pataki ki ọkunrin ati obinrin ni ẹtọ kan naa ni awujọ wa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Yoruba-Gender_Equality-40,,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,O ṣe pataki ki ọkunrin ati obinrin ni ẹtọ kan naa ni awujọ wa.
